class,word,coeff_ci_min,coeff_means,coeff_ci_max,is_significant
class_1,thumb,-0.07206858508610536,0.22998792381807118,0.6056787038126258,False
class_1,gap,-0.06830820155082763,0.1540884109147554,0.44063289891841484,False
class_1,installed,-0.5042886821090345,-0.26565608043746736,-0.017046776841028632,True
class_1,smelling,-0.35259710616189205,-0.11411450557286298,0.15285228391427105,False
class_1,boxes,-0.18138361549905732,0.04690657776858624,0.4892851075789496,False
class_1,entirely,-0.11457029601418704,0.11875095414834483,0.4237480212515754,False
class_1,hammered,-0.31906174843225504,-0.11921647156680033,0.08876351875515272,False
class_1,specific,-0.34073033545188863,-0.04975192844388161,0.2367950436425752,False
class_1,manner,-0.4231939655521538,-0.21924044432202563,-0.0728224251195669,True
class_1,edit,-0.22787130104475628,0.04818713221673591,0.319282105261183,False
class_1,securely,-0.2230664636632046,0.03411855751375435,0.28410421210892145,False
class_1,respond,-0.2130832987195,0.07851506492441841,0.35806729685868033,False
class_1,pale,0.01449000961796415,0.23915098830508175,0.5199945874782771,True
class_1,apple,0.5000400482635368,0.8171890046572872,1.1357068718492047,True
class_1,mounted,-0.12055161027066127,0.07589879403103,0.29984616243118717,False
class_1,causing,0.004839423851939669,0.2764031964898349,0.5290172338059094,True
class_1,repair,-0.5730362494096605,-0.33784445905384675,-0.08343406563960697,True
class_1,defective,0.5149709169269059,0.7736671710085383,1.0992429214482617,True
class_1,emailed,-0.37893013079188115,-0.13066448930662042,0.025638608022107497,False
class_1,ran,-0.14745430753511987,0.12901882104618498,0.3660087428706582,False
class_1,3rd,0.16761990004256389,0.46813800173375686,0.7253969134875163,True
class_1,willing,-0.1953262645600271,0.0512420473621956,0.34438531997935884,False
class_1,etching,-0.6095384379070043,-0.3619743384971258,-0.13190442219962295,True
class_1,seal,-0.5396447711269721,-0.22721345253574027,0.024587405288271528,False
class_1,charged,0.09861393138355316,0.3472327065285262,0.5581711562631513,True
class_1,plating,-0.4112458877493411,-0.18798573752606043,0.053880175817683826,False
class_1,whether,-0.1262908546120836,0.07092156972782829,0.2946199512352805,False
class_1,info,-0.32929872969656276,0.025760603284846917,0.35562645928317405,False
class_1,amethyst,-0.007990471047881642,0.3374065656565196,0.6724167439063671,False
class_1,cartilage,-0.4194650354480819,-0.17316432287016903,0.06003547771789139,False
class_1,cream,-0.46035833322872194,-0.25490739270969087,-0.0623498728759226,True
class_1,further,-1.0487879830925846,-0.7187258216099454,-0.5150534486332973,True
class_1,sound,-0.35962281096279525,-0.11795587675446853,0.06343459843106229,False
class_1,lamp,-0.3842929586864326,-0.10095143644390425,0.16217970134665918,False
class_1,glow,-0.29987210122245633,-0.10305763989555645,0.11304409709996988,False
class_1,pyramid,-0.3022811191653956,-0.026339026310426374,0.2676358754237873,False
class_1,rusted,0.408709242243297,0.6452661437245104,0.8515767853970785,True
class_1,sloppy,0.050255589510736616,0.265741180743306,0.49150499498895134,True
class_1,communication,-0.729168120349875,-0.39031202339080157,-0.10326919139339637,True
class_1,distance,-0.05725825148964135,0.1535878001632049,0.38035551456854183,False
class_1,awhile,-0.7589095400025784,-0.5342629893037016,-0.297089071932421,True
class_1,jeweler,0.09321981572507904,0.39769112443737503,0.6434592788591149,True
class_1,push,-0.3660986789830182,-0.10978369813254221,0.1604672655877402,False
class_1,wont,-0.28101810047562065,0.0323333070341772,0.3461327600401099,False
class_1,suitable,0.0875230934720864,0.32896983996603213,0.6824617594890737,True
class_1,blanket,-0.02647424909792963,0.2033106543490754,0.43751533337413834,False
class_1,lip,-0.17325475678266072,0.1153396629347149,0.3436475247510524,False
class_1,bands,-0.19627193269551735,0.024481025738643906,0.2667555580039179,False
class_1,marker,0.18708015487652202,0.40296605870981483,0.6192078300165752,True
class_1,thats,-0.05059054819840256,0.28820000708174826,0.48903454730854573,False
class_1,accidentally,-1.0341564168213324,-0.6251828720212955,-0.35102667351376354,True
class_1,wise,-0.6304697225738239,-0.38384815598547917,-0.1491915727352099,True
class_1,practical,-0.3382116306356284,-0.11097681120214983,0.09237012297236775,False
class_1,refunded,-0.500772417086374,-0.12070153471206686,0.21511292869569185,False
class_1,forget,-0.5968908785355516,-0.3140877223733813,-0.13944400430859083,True
class_1,studs,-0.1677566059321728,0.07950214713306394,0.2659049985526753,False
class_1,pouch,-0.12036714497768251,0.15513221600576405,0.42912096206141936,False
class_1,xl,-0.6334785209899851,-0.2770155415478764,0.08741659582228267,False
class_1,chip,-0.13408987892098184,0.06146781857354133,0.25561196484864057,False
class_1,obvious,-0.20261013738237346,0.06098853245270697,0.2612952773388197,False
class_1,planning,0.3820726163929818,0.6202115466058777,0.833029829130948,True
class_1,effect,-0.2547213730821455,0.027929001484062976,0.28797659760877387,False
class_1,fiance,-0.38517671019019506,-0.16899445819716297,-0.005794190256404325,True
class_1,removing,0.05932731156107032,0.29800065412571947,0.5257582711180459,True
class_1,dishwasher,-0.4010887762318282,-0.08041216030181261,0.15313020731189092,False
class_1,melted,0.3045975066443381,0.4904986739451016,0.7539736772483038,True
class_1,rope,-0.16529747104163253,0.07766324269383082,0.26174014235691256,False
class_1,step,-0.39611095949071934,-0.15893717827630235,0.12110301775114884,False
class_1,appropriate,-0.27940527115662356,-0.015929278053990602,0.2231114129057517,False
class_1,piercings,-0.2131626455161199,0.03390114424490578,0.2912739808451607,False
class_1,lotion,0.1390341410456397,0.35478299550411035,0.6126076158271258,True
class_1,plenty,-0.22510121906577293,-0.004567022878871276,0.2239224976754754,False
class_1,customers,-0.2823741439549317,-0.04632180235800605,0.2286396400026708,False
class_1,adhere,-0.2638009588873449,-0.010901374618192891,0.21960073970266153,False
class_1,petite,-0.42862105308892656,-0.18149667186635599,0.04895011809198237,False
class_1,tea,-0.20626214564409678,0.20539418130464931,0.5437657901462872,False
class_1,scented,-0.34818215507525074,-0.11731701417555687,0.06057155019054442,False
class_1,music,-0.6489529120701595,-0.39686730504011297,-0.1361571087854094,True
class_1,calendar,-0.18452169756849152,0.028804635605341977,0.22290617576646318,False
class_1,event,-0.41389800445038905,-0.15399107469816803,0.0863886522119727,False
class_1,link,-0.3001226786761907,0.00881366737474126,0.23171290623392993,False
class_1,comparison,-0.28852866941718797,-0.026159201962418062,0.23771736012010433,False
class_1,regret,0.11485115700870441,0.3563079445636628,0.6411565971674859,True
class_1,popped,0.06512601061651453,0.27963582834321865,0.5881238438583474,True
class_1,continue,-0.3790647940062699,-0.1361898306309995,0.09106273231440612,False
class_1,foot,0.26628104916327605,0.5193475606200894,0.782697551763782,True
class_1,narrow,-0.5840477299353414,-0.35851775440310274,-0.18154102223338225,True
class_1,mug,-0.2742174356609177,-0.05446698397138625,0.185436533384381,False
class_1,fire,0.31227759315949305,0.528602067579613,0.7462302357099992,True
class_1,tumbler,-0.43324368323445894,-0.23880989529793384,-0.028705079455192895,True
class_1,hopes,0.453537040470972,0.9110526614683678,1.284402684837595,True
class_1,cleaned,-0.12212373813742097,0.285917034086778,0.5067185829957367,False
class_1,list,0.0019736101248002264,0.2559358408804791,0.5310948258520569,True
class_1,oils,0.003942462763949183,0.36420757159176215,0.6817235033684942,True
class_1,notebook,0.20560537977662766,0.3704041068166497,0.5724053150986558,True
class_1,pass,-0.19187839124992617,0.08330021252296105,0.3276021534101552,False
class_1,boy,0.22594884790436562,0.4449822559832022,0.7196176673517727,True
class_1,test,-0.045480874844619115,0.19882218831309217,0.4422994631286861,False
class_1,hangs,-0.011758696409997202,0.2966489699153344,0.6042650524212589,False
class_1,throughout,-0.3981666858641377,-0.07121210689165698,0.2640824844531741,False
class_1,diameter,-0.3467426591095115,-0.11675739545989092,0.17248878480076438,False
class_1,protective,-0.24918356462777955,-0.020492916246798786,0.28305871705139096,False
class_1,prevent,-0.6454107953386452,-0.3996778532321515,-0.13763246240765262,True
class_1,tube,-0.22508194410781335,0.07588313424788122,0.4086279126330075,False
class_1,questions,-0.5650575054100985,-0.2883427484410388,-0.07524289144366607,True
class_1,graphic,0.07702528661046404,0.2931167886347576,0.5547102497931339,True
class_1,question,-1.0597865442950798,-0.7872294024001683,-0.5186942276918727,True
class_1,badge,-0.10940222946874428,0.11239700128666599,0.2929335489098262,False
class_1,shoes,-0.24859421118781358,0.09076866845949812,0.3995882860823154,False
class_1,sand,-0.19228040538987667,0.04464994573079961,0.3396180414638275,False
class_1,changing,-0.6561525415247493,-0.429055866537412,-0.19315279044904765,True
class_1,sealed,-0.32190995860373095,-0.044705466246920844,0.25460106763364243,False
class_1,weather,-0.44053313426066393,-0.23093312844841335,-0.05208837490956956,True
class_1,tip,-0.5998319313981257,-0.2848715557005899,0.01686225984412808,False
class_1,ingredients,-0.45469667068497593,-0.16771567445666333,0.06720678292337298,False
class_1,travel,-0.6255214445534923,-0.44150706545856755,-0.21982922209825315,True
class_1,tied,0.15105791415805297,0.3975413543666674,0.5923155611725691,True
class_1,rate,-0.08781485563211226,0.21801201124930966,0.43919767179876595,False
class_1,meaning,-0.5901645098282816,-0.3268959140289732,-0.1068793762273711,True
class_1,built,-0.5949664012068115,-0.2523620298125917,0.016311374595149454,False
class_1,lesson,-0.1681235806241461,0.10190017194485512,0.3127318985308996,False
class_1,create,0.0032307264113565,0.31933967652059025,0.5792341211202003,True
class_1,finding,0.1923292498544564,0.44139909991787835,0.6908797827805548,True
class_1,sanded,-0.42777512484913105,-0.046042666796513775,0.26731104801028654,False
class_1,melts,-0.26689119862956767,-0.05219067743022595,0.18734450696344201,False
class_1,dropped,-0.02513102061554175,0.26167516405583874,0.5026747990930028,False
class_1,cardstock,-0.2995758127525675,0.0842551251056651,0.34175348481891554,False
class_1,foam,-0.13983661273006898,0.07844750649274382,0.3044358441942671,False
class_1,possibly,-0.9383914970219925,-0.6378083177982024,-0.37572480892060073,True
class_1,disney,-0.5833593228802062,-0.33447455920014335,-0.0928788248465212,True
class_1,matched,-0.20413845829586677,0.0391336463594483,0.4315638236892836,False
class_1,summer,-0.8519283302734468,-0.5495670529979166,-0.38129652861419766,True
class_1,mount,-0.21323384687734376,-0.04768501025496202,0.16718535899480524,False
class_1,coating,0.08910142014904904,0.3202772716938051,0.6238417856998286,True
class_1,interesting,-0.8986966789629246,-0.5447850505852119,-0.29594636623111925,True
class_1,useful,-0.32949133246713347,-0.1380468631863268,0.10644247677214351,False
class_1,saved,-0.2635932686002482,0.047283551398062666,0.24743574557429576,False
class_1,shopping,-0.5572027108874528,-0.35687284363760174,-0.060040496143169614,True
class_1,unfinished,-0.06095863087101821,0.29077094244555707,0.5577074836058644,False
class_1,breaks,0.02029794431534807,0.23294450734055167,0.5165624972198243,True
class_1,besides,-0.3638185630036177,-0.15189243474638284,0.09763967646383559,False
class_1,helped,-0.7566551585497324,-0.5451810959218348,-0.3025297003516101,True
class_1,pins,-1.0445959804388574,-0.7398420255831526,-0.4193442583625169,True
class_1,owner,-0.4653405066051653,-0.20855378545438827,0.04890774584074176,False
class_1,passed,-0.33369132628355846,-0.042824909389841445,0.21292457335258724,False
class_1,worry,-0.42372919904008527,-0.2267477256433937,-0.07110804484317364,True
class_1,created,0.07001899480498368,0.3559253744780607,0.6712211934760253,True
class_1,moved,-0.7630707022617208,-0.41199306531542523,-0.13818549666036922,True
class_1,subtle,-0.45688421176287053,-0.18558708188305065,-0.005142134944642972,True
class_1,sparkly,-0.6592021767278544,-0.3097748098313368,-0.03457601121524647,True
class_1,tin,-0.04311947189017389,0.2505901707004129,0.48217849755257786,False
class_1,kit,0.30344115325841986,0.4615969157730208,0.7216724512542374,True
class_1,stylish,-0.8664036257664132,-0.6581389216728735,-0.5081260558310106,True
class_1,journal,-0.02678479722296799,0.24426144558934554,0.4267507371121302,False
class_1,mounting,-0.3461392205405747,-0.09547857990850862,0.18609298846152117,False
class_1,applying,-0.35821566267190347,-0.15250577259174763,0.08866016268330705,False
class_1,framing,-0.6116549481194187,-0.2737806769782475,0.00767388139365747,False
class_1,balm,-0.18539161669079757,0.1765290688931045,0.3722894315313663,False
class_1,logo,-0.16168464376749023,0.024835210136179946,0.2289758714988069,False
class_1,cap,-1.0004835011571904,-0.8000441325382877,-0.6268261232297043,True
class_1,gauge,-0.015833196897346,0.2064829071730671,0.4651528375802206,False
class_1,control,-0.1010602868503308,0.11346273907911224,0.32535296527151564,False
class_1,buckle,-0.2638087677143697,-0.05565607647700728,0.10303278178194344,False
class_1,starts,-0.07459804628526433,0.1614349854625547,0.41752836799552046,False
class_1,perfume,-0.41548407845364416,-0.17377125517167602,0.07844602289075849,False
class_1,sucks,1.0034153352874953,1.2302034817970682,1.4776005434497002,True
class_1,graduation,0.04855646343155221,0.29940398071560226,0.5332088691373972,True
class_1,rock,-0.045121360440329425,0.2141370702116386,0.45702556632170566,False
class_1,advertisement,0.1664548786366258,0.43190860258428804,0.6599024058150523,True
class_1,catch,-0.2929785981984615,-0.09544813242643449,0.14343249921936033,False
class_1,displayed,-0.06379003748368064,0.15586243690968157,0.34912290061926776,False
class_1,measured,-0.153268959439659,0.03152894426807149,0.26725261868419686,False
class_1,pierced,-0.06885237018625537,0.08767896786109193,0.29851707436255365,False
class_1,taste,-0.26724242021687644,-0.09083901087660226,0.12491598416800792,False
class_1,preferred,-0.6511727316268537,-0.4389210968691676,-0.267647897438124,True
class_1,began,0.5455274353842217,0.7719840281427722,1.0310428341566973,True
