word,coeff_ci_min,coeff_means,coeff_ci_max,is_significant
doesnt,-0.37712913086776667,-0.26172126108263194,-0.15430484563604932,True
hearts,-0.1700133042961478,-0.0952449556865341,-0.011515141570613716,True
pulling,-0.07023402330662068,0.06945596291718596,0.1903078703548563,False
iron,-0.19329536999176727,-0.09323227034968119,-0.020518178732502498,True
slip,-0.019038140135468735,0.06833353358217235,0.18216722386543,False
magnetic,-0.04870114595520746,0.029799715800694675,0.09310167145050664,False
crack,-0.20609896336786587,-0.12203941864926574,-0.027656283356609128,True
follow,0.09086690405043199,0.19986379311197308,0.3313060526140431,True
wider,0.08578819376172034,0.16388142638589892,0.2698139305879549,True
ahead,-0.13276557540857029,-0.0357913572424341,0.09258008915840482,False
happier,0.5590445532561963,0.6310195141384153,0.7441481010362722,True
peeled,-0.3470349330511831,-0.25679338651515327,-0.17860158663962458,True
sided,-0.02726836814151098,0.04925105028669629,0.16409140756213575,False
outfit,-0.05538669420674394,0.037506638661252305,0.11407204704551975,False
joke,-0.5930874234729279,-0.4500628799163172,-0.34346426766934746,True
balls,-0.22727895513897287,-0.15193415509651825,-0.07234388685304724,True
error,-0.011887721352367544,0.09459075432331736,0.223526361382616,False
sheets,-0.13688527192456293,-0.04082097113345754,0.04036905537014877,False
roll,-0.09816061828667293,-0.032479453291534274,0.06349410561123485,False
markers,-0.16577129577399213,-0.04516210747672319,0.04493337391901161,False
choker,-0.10182593069165259,-0.017821366719912867,0.07947598957527824,False
wanting,0.04309561371794817,0.14923639739201067,0.25628838755013,True
loops,0.020300552891447568,0.10271430937096145,0.1949287604960001,True
minute,-0.28538639784039427,-0.1157336610405243,0.032032043995288355,False
sparkle,0.014071302195023883,0.11256557965043801,0.20207365048988588,True
costs,-0.33065530062849335,-0.22299199568782208,-0.1364307924916261,True
guest,0.09432059333443549,0.18661113787313519,0.27482025532077936,True
specifically,-0.3528223034723643,-0.2505850361509955,-0.1261596373206416,True
biggest,0.021024605051456795,0.11052924969689124,0.2162245321427459,True
sample,-0.20884281445284955,-0.12921965714886813,-0.013913032115093345,True
somehow,-0.11366733271931533,-0.02091085387840769,0.08858039462131362,False
con,0.07795298315033289,0.16891570446994125,0.3009226067654492,True
rub,-0.1310184544876318,0.006042787410184558,0.0905927439751159,False
dissatisfied,-0.7379805646513811,-0.6344865448443009,-0.5316236911926256,True
adding,0.08052607085825911,0.1945383767909507,0.29490171807507726,True
doubt,-0.23950525435979206,-0.1274915045550964,-0.03744022090181846,True
fitting,-0.2854086450560597,-0.18069448090896914,-0.08630912734012824,True
sea,-0.1372909618920877,-0.0755286400870903,-0.022419929883075985,True
chains,-0.09193571781763117,-0.0011073082289042434,0.10278118787556922,False
cutting,-0.015497832300133945,0.060313292978398866,0.152815265992786,False
including,-0.20886112278487656,-0.08210953045194905,0.03735084508538784,False
genuine,-0.2427589407182939,-0.15900793902883456,-0.020904566508233004,True
self,-0.08837463559097068,-0.02538594450441741,0.06420295097406947,False
shaped,-0.1371369088278252,-0.055985896511819566,0.0686182331559499,False
neat,0.21964437851150645,0.3469929003862674,0.45954414513033726,True
tad,0.08953744819182873,0.19359436604649222,0.2684406442668902,True
width,-0.09301072329678647,-0.016359634497933546,0.06442219414602264,False
rubbed,-0.354902278328825,-0.26842196343464164,-0.1856315188511458,True
jade,-0.015658721423562685,0.053442509335575664,0.11106064014948488,False
appreciated,0.12395850216994989,0.2296437896415256,0.3278828706882603,True
sleeve,0.1109694811303267,0.18271236326895332,0.27463350234442735,True
durability,-0.03917945929203759,0.059419634070408935,0.14003235419797636,False
false,-0.3889750467009573,-0.25702326167718065,-0.14271627351380245,True
imagine,-0.23793383273504914,-0.11513110664834281,0.0032231386013687065,False
sets,-0.05287923386768364,0.06997811072525434,0.1634849746808855,False
stencil,0.03373150480937868,0.12140926280551143,0.19401554029752197,True
closely,0.055023250277795616,0.1864468900149176,0.26519196471199374,True
customization,-0.10174325717191827,-0.010006856990755122,0.1167007680584614,False
authentic,-0.13436889039342875,-0.025974498397930767,0.07061110831287803,False
learned,-0.2554266131015015,-0.12289898486282777,-0.004996330988527167,True
thread,-0.2091519758724683,-0.09610369918424244,0.013254061674402984,False
closure,-0.07179744201824127,0.008667884357667069,0.0823679630485924,False
frustrating,-0.06366615426047871,0.007512708617631013,0.09563353831548953,False
puzzle,-0.14921888165344724,-0.07153121855209386,0.00962974177611975,False
form,-0.06537570809638694,0.016412864715082787,0.08763103469264927,False
wished,0.0455952523906434,0.14234229925101305,0.22064705335719992,True
drop,-0.20249269172033987,-0.08569491981776031,0.03389727916822564,False
coin,-0.08330932483509303,0.00042629975292993866,0.07206315254375492,False
asking,-0.18570054630268304,-0.06194607251597038,0.032971949710193287,False
apparently,-0.09024872453155289,0.009859579295948412,0.0912543866045809,False
60,-0.12591597137691377,-0.03734487748728123,0.07604720116114111,False
positive,-0.17522206603912943,-0.04808630409877258,0.09415643751291432,False
rust,-0.2390466565325077,-0.16721849159530713,-0.09715798853145168,True
strings,-0.14467595851357443,-0.053395532411377636,0.04052389947616287,False
presentation,-0.06831215967700974,0.05664269779404564,0.1666578514211553,False
living,0.024760614880256087,0.13088779092814162,0.218159669489867,True
clothes,-0.12858201354812965,-0.030634465146527522,0.05200563041597346,False
mention,0.07148658506528482,0.17154509708620938,0.3048388520674665,True
wants,0.0514580201475124,0.13935214293503614,0.24454254636527087,True
originally,-0.03255187726622093,0.09618237504972013,0.18454035305965172,False
measure,-0.1844154497747522,-0.04269697997109103,0.10703575199663236,False
wrinkled,-0.5115314605615664,-0.41927107267690067,-0.3266656670318389,True
arm,-0.300957230917731,-0.193934902214137,-0.0996646622951958,True
slime,-0.022364541383381686,0.0380989345587671,0.10050283089585763,False
lights,-0.1065134879349573,-0.038312885449130564,0.035475350610769486,False
knot,-0.03687307691066247,0.06932826466510683,0.16342178223129747,False
trip,-0.14850577720103936,-0.05184028000231592,0.053375054529723,False
remember,0.20418806521673588,0.3068561379151957,0.4032156638453651,True
uneven,-0.23044727424404976,-0.15610510693920215,-0.06837167110989653,True
alot,-0.08757865488999803,0.0034956929074106066,0.08844844757999136,False
classy,0.22594917595733094,0.30652890056355825,0.40239052039426065,True
pockets,-0.2781057116346179,-0.14960731545683564,-0.06014034975145611,True
painful,-0.3501308684771193,-0.2663132658135054,-0.15204653006905564,True
morning,-0.24324429223988023,-0.1567793165917453,-0.040685922576197686,True
called,-0.024729061525272888,0.07845217689804071,0.19574518367730823,False
result,-0.07892706990183686,0.02062673757551521,0.1131300386946837,False
mold,-0.16486092542020375,-0.10213538299792801,-0.023094299845789902,True
decorative,-0.11477662531545652,-0.045163559287846274,0.018740368422574365,False
odd,-0.13439869214427178,0.012101795669750701,0.1154004078888641,False
17,-0.19807401703114372,-0.08031686429093333,0.03211782573685539,False
particular,-0.12496880368381472,-0.030975025069057395,0.08953241448609024,False
nails,-0.03866621485975289,0.06032871159505572,0.16741343634696093,False
stainless,-0.5265778436683802,-0.3388452021626135,-0.13542393043367756,True
themed,0.03386896967299355,0.13076735949383494,0.24321214125073765,True
everywhere,-0.25247580374076506,-0.11742086398095988,-0.009200683982225866,True
crazy,-0.18330567756229435,-0.09109063733306748,-0.018799703747314562,True
avoid,-0.1409039121289969,-0.057182332576854844,0.027683148481143904,False
promised,0.03332978497567591,0.13949935017032578,0.21634813980129583,True
become,-0.12658737664318848,-0.033116833512359736,0.08558848212604994,False
mentioned,-0.02682697473804217,0.07160278965116734,0.160708879274984,False
slight,0.001324303207899018,0.08438717358781377,0.19502741720907432,True
inexpensive,0.11278283961208786,0.1885403482999704,0.30592066615826335,True
heat,0.04250804195468245,0.13951606019415852,0.23163853413337238,True
guy,0.10081447909277672,0.1901771567717114,0.27929831791280774,True
corners,-0.08938351181451346,-0.017434952935917798,0.051051799121403486,False
bummer,-0.4200958389198314,-0.32630791425044436,-0.2149320346785108,True
beauty,0.09685498904119334,0.20465012551555262,0.3500636896373497,True
brought,-0.0249311417956117,0.07606167109860269,0.17315739904467348,False
protect,-0.1251832179804418,0.015518182129882343,0.12695024425274523,False
initially,-0.2803949934053862,-0.16494302905886646,-0.024437868821913598,True
tighten,-0.17974992881821536,-0.12600472374812763,-0.04761916647759142,True
honest,-0.007684355000532924,0.10912853698275408,0.24701478627785647,False
sell,-0.2693387415446803,-0.1707724154692864,-0.08061801436234024,True
shouldn,-0.13715494826986713,-0.06068469284536783,0.010867263337628838,False
responded,-0.19195542331856713,-0.05219438318839299,0.08968673234632575,False
customize,-0.1591648316981714,-0.06658159638525571,0.022361406207032412,False
construction,-0.04791113273829839,0.05504665442236277,0.1278466420209904,False
quarter,-0.13328488878552075,-0.05340223383351298,0.020643204741542846,False
raw,-0.08794341944706531,-0.005598104606459737,0.07490594914826793,False
laminated,-0.11385741153788519,-0.02312619893103251,0.06962111847421402,False
level,-0.008648650417441851,0.08664865627500083,0.132968852066223,False
cuff,0.026726020492600304,0.09243079990287931,0.1594039285640641,True
alone,-0.06920926878000741,0.04966200244572999,0.12929406221775352,False
reasonable,0.1066389606914517,0.17819171336359302,0.26745682856775166,True
topper,-0.14326821488312805,-0.07038980454087931,0.01175232569985309,False
worse,-0.18992945432963848,-0.12005247236519952,-0.038141125942989865,True
brother,-0.08953419546652971,0.0008034409769573477,0.07272370976121274,False
pillow,-0.099452046363505,-0.008206338041143204,0.07531720022094217,False
portion,-0.0725478147363893,0.005206815642235507,0.07721898354731514,False
tangled,-0.23025010044979172,-0.14791943678298808,-0.056512392338123,True
hanger,0.033053233683833914,0.12424636447475339,0.22226912836929053,True
dogs,-0.05399648008269112,0.04867446995005224,0.1468146978763815,False
twist,-0.12740422925471068,0.006005031976173551,0.13908473376701952,False
penny,0.028073883482823938,0.13877320624796485,0.22114419266569232,True
planner,-0.2076506779204681,-0.14253940251993227,-0.08077731851202091,True
stethoscope,-0.08768186592248323,-0.030239140669838162,0.037102235667592805,False
collection,-0.07149475934540388,-0.0007696118987692714,0.10821759015337366,False
coloring,-0.10685699748861693,-0.040431657115124475,0.025538196103957283,False
directly,-0.2193644989104201,-0.11035103688736043,-0.014443278471145763,True
heard,-0.22119210498650754,-0.1116080265078796,0.0171944770851474,False
video,-0.053116415611021144,0.025697322859523558,0.14672656702953282,False
discolored,-0.4262680559672599,-0.33774488948599307,-0.25059278839986104,True
basic,-0.1349502883553374,-0.06053638615931678,0.008229208598610661,False
layer,-0.0013677894926373616,0.08476438306153733,0.14368390282184035,False
lack,-0.17986593333269446,-0.06227299744280144,0.05853432643214935,False
craft,-0.1675963117566985,-0.08873703089828393,0.0362148636012901,False
books,-0.17446579440596274,-0.07690561244459762,-0.021664612436825048,True
sits,-0.2807300486547803,-0.18200052857440435,-0.09869466539356174,True
uses,-0.057586214773128586,0.05474957302622833,0.14055906568556895,False
square,0.008392905558441126,0.07877528457961877,0.14742994062821568,True
marks,-0.08756194650356723,0.0016741243082447808,0.08093539256393352,False
normally,-0.13904777458666728,-0.019445888025569978,0.08684942151836056,False
stayed,-0.17313296824789376,-0.0859790489616963,-0.004358458332944538,True
fill,-0.04619813767119394,0.03995252473788537,0.12757487281951402,False
substantial,-0.11068166153333524,-0.035849683035840185,0.06986906655824336,False
per,-0.03202731899225481,0.11184909109830339,0.17937734079949486,False
call,-0.17342251920202656,-0.1024684512061708,-0.029535739188650486,True
covers,-0.06265336624651888,0.007085727353601833,0.06023549509658551,False
tags,-0.10484671395828456,0.013428358009791095,0.10468171453429305,False
photograph,-0.3157974104443516,-0.23559355259956058,-0.16399543665372598,True
areas,-0.07402144878858447,0.007852681785656268,0.08142332937453155,False
therefore,-0.14286356821499818,-0.060463619085943034,0.038203882107417195,False
toy,-0.20497517496125758,-0.06259486684896198,0.029106419609667006,False
dough,-0.1643484146407395,-0.09646381921791561,-0.016136852880824865,True
container,-0.07565787329185135,0.00944311108240735,0.08162986763120265,False
certain,-0.08231367384805645,0.03274984713440842,0.19081019230911628,False
dress,-0.12111046030088578,-0.006751590242783612,0.0742487582727744,False
irritated,-0.42931694289425826,-0.3409730610426166,-0.25611798501245553,True
impression,-0.15832114158542004,-0.07575634132245837,0.056641400328048985,False
straps,-0.24441567998377525,-0.09714083071877183,0.05408595534439697,False
exchange,-0.16179756558738623,-0.08178647247922803,0.015405242539971355,False
email,0.15907120103474334,0.26169767331897653,0.3519113878554478,True
game,-0.0028797792899843107,0.07923538116426117,0.14571547127590817,False
moon,-0.13942222588086364,-0.0925559938872256,-0.04342199377444244,True
wording,-0.18971850449413302,-0.10298733569585823,0.016296310387943744,False
men,-0.302345354928179,-0.1959628163253334,-0.09184935284791595,True
advertising,-0.3743112053589661,-0.2698309903417722,-0.14184358891395626,True
pero,0.14624541205686367,0.2608702427027223,0.37507012972008086,True
matches,-0.12654025895926024,-0.07148936197609504,-0.014899980345195267,True
nursery,0.232385513250607,0.30709024848575145,0.3893541398281944,True
mark,-0.19824933287529387,-0.1209642424278951,-0.02424404928829561,True
fallen,-0.2641609224971193,-0.1836240467648858,-0.08957625671314892,True
costume,-0.18572577899983966,-0.06097337141802571,0.02860690322386367,False
arrival,-0.3021440369368796,-0.17626212975810915,-0.06924620185865245,True
needle,0.022050266614762094,0.12479909216465841,0.20714793878008347,True
snap,-0.10432088162129573,-0.026186263341310557,0.0672030066066654,False
monogram,-0.1274069945333708,-0.05329457798702517,0.01196367320334996,False
